incident_id,timestamp,location,municipality,species,severity,source,operator,aircraft_type,phase_of_flight,time_of_day,height,speed,effect,sky,birds_seen,birds_struck,remarks,latitude,longitude,timestamp_weather,temperature,precipitation,wind_speed,visibility,condition,road_segment_id,speed_limit,road_type,curvature,lane_count,surface_type,hour,month,is_night,is_weekend,high_precipitation,high_risk_target
BIRD-009327,1994-12-18 22:00:00,TX,TX,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Approach,Night,200.0,,,,,1,LANDED W/O INCIDENT. NO DAMAGE REPTD.,,,,,,,,,,,,,,,22,12,1,1,0,0
BIRD-009328,1993-09-15 12:00:00,IL,IL,COMMON NIGHTHAWK,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,,,1,DAY,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-009329,1995-10-26 12:00:00,WV,WV,EASTERN MEADOWLARK,low,FAA_bird_strike_dataset,ALLEGHENYAIRLINES,DHC8 DASH 8,Approach,Day,50.0,110.0,,Some Cloud,,1,BIRD STRUCK UNDERBELLY OF FUSELAGE.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-009330,1996-02-19 12:00:00,CA,CA,GULLS,low,FAA_bird_strike_dataset,SKYWEST AIRLINES,MERLIN III,Take-off run,Day,0.0,140.0,,Overcast,,1,DAMAGE TO A/C UNKN.,,,,,,,,,,,,,,,12,2,0,0,0,0
BIRD-009331,1994-05-18 12:00:00,TX,TX,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Approach,Day,300.0,140.0,,No Cloud,10-Feb,1,,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009332,1995-04-30 12:00:00,VA,VA,GULLS,medium,FAA_bird_strike_dataset,COMAIR AIRLINES,CL-RJ100/200,Landing Roll,Day,0.0,140.0,,Overcast,,10-Feb,FLT 4995,,,,,,,,,,,,,,,12,4,0,1,0,0
BIRD-009333,1993-06-19 12:00:00,UNKNOWN,UNKNOWN,GROUSE,low,FAA_bird_strike_dataset,EXPRESSJET (CONTINENTAL EXPRS),ATR-42,,Day,,,,No Cloud,,1,APPEARED TO BE GROUSE.  NOTICED STRIKE ON POSTFLT/PREFLT INSPCTN.   ASSUMED WE STRUCK BIRD ON APPCH.  BIRD STRUCK RT LANDING  &BOUNCED TO AFT RT FUSELGE AROUND AFT SERVICE DOOR.  1 1/2 HRS  OUT OF SERVICE,,,,,,,,,,,,,,,12,6,0,1,0,0
BIRD-009334,1994-11-09 12:00:00,CA,CA,UNKNOWN BIRD - SMALL,high,FAA_bird_strike_dataset,UNITED AIRLINES,B-747-1/200,Landing Roll,Day,0.0,150.0,,Overcast,10-Feb,11-100,UNKN IF ANY DAMAGE. LRG FLOCK OF SML BIRDS.  # NOT REPTD(ASSUME 11-100).,,,,,,,,,,,,,,,12,11,0,0,0,1
BIRD-009335,1993-10-06 12:00:00,PA,PA,CANADA GOOSE,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-200,Take-off run,Day,0.0,85.0,,No Cloud,,1,BENT FAN BLADES IN #2 ENG.  POSSIBLE INTERNAL DAMAGE.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-009336,1996-11-11 12:00:00,CA,CA,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,SKYWEST AIRLINES,CL-RJ100/200,Approach,Day,,140.0,,No Cloud,,10-Feb,HIT A FLOCK OF BIRDS ON SHORT FINAL. NO DAMAGE/INJURY. FLT 973,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009337,1995-11-24 12:00:00,PA,PA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,UPS AIRLINES,B-747-1/200,Climb,Day,100.0,170.0,,Some Cloud,10-Feb,1,CREW FOUND NO DAMAGE,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009338,1993-01-04 12:00:00,NE,NE,WHITE-TAILED DEER,high,FAA_bird_strike_dataset,BUSINESS,UNKNOWN,Take-off run,,0.0,,Aborted Take-off,,10-Feb,1,"DATE = REPORT DATE.  COMMUTER PILOT SAW 3 DEER CROSSING RY JUST PRIOR TO ROTATION ON  T/O ROLL.  HE WAS ABLE TO GET AIRBORNE, BUT DIDN'T CLEAR THE  LAST DEER.  AFTER ABORTING T/O AND RETURNING TO GATE, A/C DAMAGE  WAS DISCOVERED.  PILOT STATES THAT ""...BARBED WIRE DOESN'T KEEP  THE GAME OFF THE RY.""  IT HAS BEEN RECOMMENDED THAT THE CONDITION  OF THE FENCING AROUND THE PERIMETER BE IMPROVED IF PRACTICAL.  EXTENT OF DAMAGE NOT REPTD.",,,,,,,,,,,,,,,12,1,0,0,0,1
BIRD-009339,1995-04-18 12:00:00,LA,LA,DUCKS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Climb,Day,7000.0,250.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-009340,1994-06-01 12:00:00,AL,AL,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,COMAIR AIRLINES,EMB-120,Approach,Day,1000.0,,,Some Cloud,,1,PILOT DID NOT HAVE TIME TO CALL AND GIVE COMPLETE INFO DUE TO  SCHEDULING,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-009341,1994-06-01 18:00:00,OR,OR,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,WESTAIR COMMUTER,BA-31 JETSTR,Approach,Dusk,,,,,,1,SUNDANCE 321 (N412UE) HIT A SMALL BIRD WHILE 1/2 MI. FINAL NO  DAMAGE.,,,,,,,,,,,,,,,18,6,0,0,0,0
BIRD-009342,1993-05-19 12:00:00,UT,UT,UNKNOWN BIRD - MEDIUM,medium,FAA_bird_strike_dataset,DELTA AIR LINES,L-1011,Approach,Day,50.0,130.0,,Some Cloud,,10-Feb,"FLT 152 HIT TWO DUCKS, WARNING MAY HAVE BEEN ON ATIS.  NO DAMAGE.",,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009343,1995-10-14 12:00:00,TX,TX,UNKNOWN BIRD,low,FAA_bird_strike_dataset,ATLANTIC SOUTHEAST,EMB-120,Approach,Day,,,,,,1,"FLT 339, NO REPTD DAMAGE.",,,,,,,,,,,,,,,12,10,0,1,0,0
BIRD-009344,1993-09-11 12:00:00,FL,FL,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,PIEDMONT AIRLINES,DHC8 DASH 8,Take-off run,Day,0.0,,,Overcast,,1,FLT 3017 HAD NO DAMAGE. TIME - 0645LCL,,,,,,,,,,,,,,,12,9,0,1,0,0
BIRD-009345,1993-09-11 12:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD - LARGE,high,FAA_bird_strike_dataset,PRIVATELY OWNED,C-172,En Route,Day,2500.0,105.0,Precautionary Landing,No Cloud,,1,"A/C DIVERTED AND LANDED AFTER STRIKING BIG, BLACK BIRD IN FLIGHT.  DENT IN RT WING LE.  TIME = 1600LCL.",,,,,,,,,,,,,,,12,9,0,1,0,1
BIRD-009346,1995-09-01 22:00:00,WV,WV,WHITE-TAILED DEER,low,FAA_bird_strike_dataset,MESA AIRLINES,BE-1900,Landing Roll,Night,0.0,,,,,1,"AS A/C WAS SLOWING TO TAXI SPEED, A DEER RAN IN FRONT OF A/C &  WAS STRUCK BY LEFT PROP.  MINOR DAMAGE.  FLT 5909.",,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-009347,1995-09-01 18:00:00,FL,FL,UNKNOWN BIRD - SMALL,high,FAA_bird_strike_dataset,COMAIR AIRLINES,MERLIN III,Take-off run,Dusk,0.0,,Aborted Take-off,Some Cloud,11-100,10-Feb,,,,,,,,,,,,,,,,18,9,0,0,0,1
BIRD-009348,1994-09-11 12:00:00,NY,NY,ROCK PIGEON,high,FAA_bird_strike_dataset,NORTHWEST AIRLINES,B-757-200,Take-off run,Day,0.0,100.0,Aborted Take-off,No Cloud,11-100,11-100,"DAMAGE TO FAN INLET & OUTLET LINERS, & RUB STRIP SEGMENTS OF  ENGINE #1.  LPC & HPC HAD NICKS, DENTS & TEARS ON BLADES 6TH,  8TH, 9TH, 11TH STAGES. CHANGED #1 ENG. LEFT ENG. NOSE COWL  ACOUSTIC PANEL DAMAGE. NO INJURIES.",,,,,,,,,,,,,,,12,9,0,1,0,1
BIRD-009349,1996-05-05 22:00:00,OR,OR,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,Night,300.0,135.0,,No Cloud,,1,,,,,,,,,,,,,,,,22,5,1,1,0,0
BIRD-009350,1995-09-18 12:00:00,NJ,NJ,HAWKS,medium,FAA_bird_strike_dataset,BUSINESS,BE-300 KING,Landing Roll,Day,0.0,,,Some Cloud,10-Feb,10-Feb,"CROW ALSO HIT.  BLOOD & FEATHERS ON PROP, NACELLE & GEAR.",,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-009351,1995-01-14 12:00:00,CA,CA,RED-TAILED HAWK,low,FAA_bird_strike_dataset,TRANS STATES AIRLINES,BA-31 JETSTR,Landing Roll,Day,0.0,,,Overcast,,1,,,,,,,,,,,,,,,,12,1,0,1,0,0
BIRD-009352,1995-08-01 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,Day,,,,No Cloud,,10-Feb,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-009353,1993-02-06 22:00:00,TX,TX,UNKNOWN BIRD,high,FAA_bird_strike_dataset,PRIVATELY OWNED,EXPERIMENTAL,,Night,,,Precautionary Landing,Some Cloud,,1,DEPTD. SAN MARCOS TO CORPUS CHRISTI AND RETURN. POSSIBLE BIRD  STRIKE WHICH DAMAGED LANDING GEAR.  LAND CRP GEAR UP ON GRASS.   TIME = 0206,,,,,,,,,,,,,,,22,2,1,1,0,1
BIRD-009354,1995-06-12 22:00:00,TX,TX,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Landing Roll,Night,0.0,,,,,1,FLT 1709 NO REPTD. DAMAGE. TIME = 0416Z,,,,,,,,,,,,,,,22,6,1,0,0,0
BIRD-009355,1995-09-01 22:00:00,KY,KY,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,UPS AIRLINES,B-757-200,Approach,Night,600.0,210.0,,Overcast,,10-Feb,,,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-009356,1993-04-11 12:00:00,MA,MA,UNKNOWN BIRD,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-310,Climb,Day,,,,,,1,A/C DEPTD MARSHFIELD AND HAD BIRD STRIKE. LANDED PVD WITH DAMAGE  TO #1 ENG COWLING & PROP GOVERNOR.,,,,,,,,,,,,,,,12,4,0,1,0,0
BIRD-009357,1993-04-27 18:00:00,DC,DC,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,HENSON,DHC7 DASH 7,Approach,Dusk,100.0,86.0,,No Cloud,,1,FLT 3021.,,,,,,,,,,,,,,,18,4,0,0,0,0
BIRD-009358,1993-04-27 12:00:00,IN,IN,UNKNOWN BIRD - MEDIUM,high,FAA_bird_strike_dataset,UNITED AIRLINES,B-737,Take-off run,Day,0.0,100.0,Aborted Take-off,Some Cloud,,1,"ONE REPORT SAID #2 ENG, TWO OTHERS SAID #1 ENG INGESTED BIRD.   INSPECTION TO BE DONE.  TIME = 1755Z. MAINT PERFORMED A  BIRDSTRIKE INSPN & A BOROSCOPE, ALL APPEARED TO BE NORMAL.  FLT  0202.",,,,,,,,,,,,,,,12,4,0,0,0,1
BIRD-009359,1994-06-20 12:00:00,MI,MI,HAWKS,high,FAA_bird_strike_dataset,BUSINESS,C-152,Climb,Day,25.0,70.0,Precautionary Landing,No Cloud,,1,,,,,,,,,,,,,,,,12,6,0,0,0,1
BIRD-009360,1994-11-20 22:00:00,PA,PA,WHITE-TAILED DEER,low,FAA_bird_strike_dataset,BUSINESS,CITATION II,Landing Roll,Night,0.0,,,,,1,NO INJURIES REPTD. DAMAGE TO A/C MINOR.,,,,,,,,,,,,,,,22,11,1,1,0,0
BIRD-009361,1992-05-26 12:00:00,CA,CA,DOMESTIC CAT,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-727,Landing Roll,Day,0.0,40.0,,No Cloud,,1,FLT 1400.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009362,1994-11-14 12:00:00,FL,FL,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,US AIRWAYS,MD-80,Approach,Day,350.0,140.0,,Overcast,,1,"CROSSWIND. BIRD COULD HAVE BEEN BLUE HERON, HAWK, EAGLE, VULTURE  OR OSPREY.  BENT AND DAMAGED BLADES ON LEFT ENGINE. REDUCED EPR  ON ENGINE FOR 5-6 SECONDS.",,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009363,1994-08-03 12:00:00,GA,GA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,BUSINESS,CITATION II,Climb,Day,50.0,,,Overcast,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-009364,1995-05-10 12:00:00,NC,NC,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,FK-28-4000,Approach,Day,2000.0,210.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009365,1994-11-14 12:00:00,CA,CA,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,TRANS WORLD AIRLINES,B-727,Approach,Day,100.0,130.0,,No Cloud,10-Feb,10-Feb,,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009366,1995-08-01 12:00:00,CA,CA,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Climb,Day,1600.0,250.0,,No Cloud,,1,DAMAGE UNKNOWN,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-009367,1995-12-01 06:00:00,UNKNOWN,UNKNOWN,GULLS,high,FAA_bird_strike_dataset,ATA AIRLINES (AMERICAN TRANS A,B-757-200,Take-off run,Dawn,0.0,140.0,Precautionary Landing,No Cloud,10-Feb,1,"13 BLADES, INNER COWL & 2 STATORS DAMAGED. BIRD INGESTED. FAN BLADES WITH LEADING EDGE PIECES MISSING.",,,,,,,,,,,,,,,6,12,0,0,0,1
BIRD-009368,1994-03-04 12:00:00,CA,CA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-737-200,Take-off run,Day,0.0,,,Overcast,10-Feb,1,LIGHT RAIN,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-009369,1994-03-04 12:00:00,DC,DC,RED-TAILED HAWK,medium,FAA_bird_strike_dataset,NORTHWEST AIRLINES,B-727,Approach,Day,50.0,125.0,,Some Cloud,10-Feb,10-Feb,LANDING ROLL ALSO CHECKED. BIRD STRUCK JUST AS A/C WAS TOUCHING  DOWN. REMAINS FOUND AFTER STRIKE.,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-009370,1992-11-17 12:00:00,CT,CT,GULLS,high,FAA_bird_strike_dataset,ALLEGHENYAIRLINES,BE-1900,Take-off run,Day,0.0,95.0,Precautionary Landing,Overcast,,1,ALLEGHENY 3919 STRUCK BIRD ON ROTATION  & RETD W/O INCIDENT  AT 1148E.  NO DAMAGE REPTD.,,,,,,,,,,,,,,,12,11,0,0,0,1
BIRD-009371,1994-11-21 12:00:00,NY,NY,GULLS,low,FAA_bird_strike_dataset,US AIRWAYS,DC-9,Approach,Day,50.0,135.0,,Some Cloud,10-Feb,1,,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009372,1993-05-25 22:00:00,MT,MT,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,CORPORATE AIR,C-208,Approach,Night,700.0,100.0,,No Cloud,10-Feb,1,TIME = 12:01 AM. SPARROW?,,,,,,,,,,,,,,,22,5,1,0,0,0
BIRD-009373,1993-05-25 22:00:00,SD,SD,WHITE-TAILED DEER,low,FAA_bird_strike_dataset,MESABA AIRLINES,FOKKER-F27,Landing Roll,Night,0.0,,,No Cloud,,1,MINOR DAMAGE.    NO INJURIES.  TIME = 1045Z,,,,,,,,,,,,,,,22,5,1,0,0,0
BIRD-009374,1992-09-23 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Climb,Day,800.0,200.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-009375,1995-06-25 12:00:00,FL,FL,EGRETS,low,FAA_bird_strike_dataset,TRANS WORLD AIRLINES,DC-9,Landing Roll,Day,0.0,140.0,,Overcast,,1,,,,,,,,,,,,,,,,12,6,0,1,0,0
BIRD-009376,1995-03-11 12:00:00,CA,CA,GULLS,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-152,Climb,Day,10.0,,,Overcast,11-100,1,TENNIS BALL SIZED HOLE IN LEADING EDGE OF L WING.,,,,,,,,,,,,,,,12,3,0,1,0,0
BIRD-009377,1995-03-11 12:00:00,WA,WA,COYOTE,low,FAA_bird_strike_dataset,HORIZON AIR,MERLIN III,Landing Roll,Day,0.0,,,,,1,"FLT390 NO DAMAGE TO A/C, BUT COYOTE WAS FATAL.",,,,,,,,,,,,,,,12,3,0,1,0,0
BIRD-009378,1994-05-20 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-200,,Day,,,,No Cloud,,1,,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009379,1995-03-12 22:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD,low,FAA_bird_strike_dataset,US AIRWAYS,B-757-200,,Night,,,,No Cloud,,1,"DAMAGE WAS FOUND ON ROUTINE MAINT. AND FLIGHT CREW WAS UNAWARE OF  ANY BIRD STRIKE OR DAMAGE. EXTENT OF DAMAGE NOT REPTD., ASSUME TO  BE MINOR.",,,,,,,,,,,,,,,22,3,1,1,0,0
BIRD-009380,1995-06-07 12:00:00,LA,LA,DOVES,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Approach,Day,10.0,,,No Cloud,10-Feb,10-Feb,FLT 1274. ATIS WARNING. TIME = 2034Z.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-009381,1993-08-11 22:00:00,UT,UT,GULLS,low,FAA_bird_strike_dataset,MORRIS AIR SERVICE,B-737-300,Climb,Night,1770.0,200.0,,No Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,22,8,1,0,0,0
BIRD-009382,1993-09-09 12:00:00,IL,IL,GULLS,medium,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,,,10-Feb,DAY. 2 GULLS FOUND DEAD,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-009383,1995-06-21 12:00:00,GA,GA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-737,Landing Roll,Day,0.0,130.0,,Some Cloud,10-Feb,1,NO DAMAGE,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-009384,1995-03-07 12:00:00,NJ,NJ,HAWKS,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,,,1,DAWN. CARCASS OF HAWK DISCOVERED DURING EARLY MORNING FIELD CK.  BIRD STRIKE NOT REPTD. BY ANY CARRIER.,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-009385,1994-11-18 22:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Approach,Night,300.0,150.0,,Overcast,,1,AMERICAN 639 STRUCK A BIRD ON 1/4 MI FINAL. FLT LANDED W/O  INCIDENT AND TAXIED TO GATE. NO REPTD DAMAGE.,,,,,,,,,,,,,,,22,11,1,0,0,0
BIRD-009386,1994-11-18 12:00:00,FL,FL,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,BUSINESS,C-152,Approach,Day,5.0,60.0,,No Cloud,,1,TIME = 1743Z,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009387,1995-08-15 12:00:00,NJ,NJ,GULLS,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,,,1,NO DAMAGE TO PROPERTY. STRIKE UNREPORTED,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-009388,1995-08-15 12:00:00,NE,NE,COMMON NIGHTHAWK,low,FAA_bird_strike_dataset,BUSINESS,PA-34 SENECA,Landing Roll,Day,0.0,110.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-009389,1996-04-21 22:00:00,GA,GA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-727,Approach,Night,1000.0,185.0,,No Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,22,4,1,1,0,0
BIRD-009390,1992-10-03 12:00:00,TN,TN,MOURNING DOVE,medium,FAA_bird_strike_dataset,BUSINESS,C-650,Approach,Day,100.0,110.0,,Overcast,10-Feb,10-Feb,NO DAMAGE,,,,,,,,,,,,,,,12,10,0,1,0,0
BIRD-009391,1995-07-24 12:00:00,CA,CA,HAWKS,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-210 CENTUR,Landing Roll,Day,0.0,,,No Cloud,,1,NO REPTD. DAMAGE OR INJURIES. TIME = 1655PDT,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-009392,1993-03-22 12:00:00,FL,FL,WHITE IBIS,high,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Take-off run,Day,0.0,58.0,Aborted Take-off,Overcast,,1,A/C WAS ON T/O ROLL AND HAD JUST SET T/O POWER WHEN THEY INGESTED  1 BIRD.  EXTENT OF DAMAGE NOT REPTD. ID BY ROXIE AT SMITHSONIAN.  30 OZ,,,,,,,,,,,,,,,12,3,0,0,0,1
BIRD-009393,1995-01-07 18:00:00,FL,FL,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,DELTA AIR LINES,MD-88,Landing Roll,Dusk,0.0,136.0,,No Cloud,10-Feb,10-Feb,2 BIRDS APPEARED IN LANDING LIGHTS OF SHIP 957 DURING FLARE & TD.  HIT AT LEAST 1. MECHANIC CHECKED A/C & DISPATCHED IT BACK TO  ATL ON TIME.,,,,,,,,,,,,,,,18,1,0,1,0,0
BIRD-009394,1994-12-11 12:00:00,FL,FL,VULTURES,high,FAA_bird_strike_dataset,ATLANTIC SOUTHEAST,B-737-400,Climb,Day,800.0,170.0,Precautionary Landing,Some Cloud,10-Feb,1,STALL WARNING VANE DAMAGED. FLT 50.,,,,,,,,,,,,,,,12,12,0,1,0,1
BIRD-009395,1995-03-23 12:00:00,CA,CA,DUCKS,low,FAA_bird_strike_dataset,US AIRWAYS,BA-31 JETSTR,Take-off run,Day,0.0,,,Overcast,,1,STANDING WATER ON AIRPORT,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-009396,1995-07-30 22:00:00,TX,TX,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Climb,Night,1000.0,200.0,,No Cloud,,1,BIRD STRUCK UPPER LEFT PORTION OF WINDSHIELD. NO DAMAGE.,,,,,,,,,,,,,,,22,7,1,1,0,0
BIRD-009397,1995-07-08 12:00:00,OH,OH,AMERICAN KESTREL,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,,,1,DAY. ATCT REPORTED TO AIRPORT OPS THAT BIRD REMAINS WERE SIGHTED  ON TXWY L NEAR TXWY S INTERSECTION BY PILOT.,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-009398,1995-07-25 12:00:00,NC,NC,AMERICAN CROW,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Climb,Day,750.0,170.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-009399,1994-11-03 12:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,En Route,Day,,,,Some Cloud,,1,"FLT258, NO DAMAGE, UNABLE TO ASSESS WHEN STRIKE OCCURRED.",,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-009400,1993-07-18 22:00:00,CA,CA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-500,,Night,,,,,,1,NO DAMAGE.,,,,,,,,,,,,,,,22,7,1,1,0,0
BIRD-009401,1995-07-21 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Take-off run,Day,0.0,110.0,,No Cloud,,1,STRIKE OCCURRED IN NOSE AREA. NO DAMAGE NOTED.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-009402,1995-01-08 18:00:00,CA,CA,GEESE,medium,FAA_bird_strike_dataset,AMERICA WEST AIRLINES,B-737-300,Approach,Dusk,500.0,143.0,,Overcast,10-Feb,10-Feb,"PRIOR TO STRIKE, A SOUTHWEST AHEAD REPTD. BIRDS 500'AGL. TOOK 4  STRIKES AS FOLLOWS: LEFT SIDE FUSELAGE, INBOARD OF #1 ENG COWL,  NO. 6 SLTE ON RT. WING AND RT. SIDE MIDWAY UP LEADING EDGE OF  VERT. STABILIZER.  TIME OUT OF SERVICE 40 MIN. TIME = 1720 PST.  FLT 230.",,,,,,,,,,,,,,,18,1,0,1,0,0
BIRD-009403,1993-01-15 12:00:00,FL,FL,UNKNOWN BIRD,low,FAA_bird_strike_dataset,HENSON,DHC8 DASH 8,Approach,Day,2000.0,150.0,,Overcast,,1,"EXTENT OF DAMAGE NOT REPTD. FLT 3174. # BIRDS STRUCK NOT REPTD,  ASSUME 1.",,,,,,,,,,,,,,,12,1,0,0,0,0
BIRD-009404,1996-05-06 12:00:00,KY,KY,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,DELTA AIR LINES,B-767,Approach,Day,200.0,120.0,,Some Cloud,,10-Feb,FLT922,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-009405,1993-02-11 22:00:00,CA,CA,GEESE,medium,FAA_bird_strike_dataset,WESTAIR,C-208,Approach,Night,600.0,125.0,,No Cloud,,10-Feb,"UNDERBELLY CARGO POD WAS DAMAGED ON RT FRONT CORNER APPROX 18""  VERTICAL CREASE 4"" DEEP & 10-12"" WIDE, NO PENETRATION. NOSE BOWL  NEAR ENG. AIR INLET AND OIL COOLER INLETS HAD SMALL DENTS - NO  INGESTION.  PROP HAD STREAKS OF BLOOD, NO DAMAGE.  TIME OUT OF  SERVICE AND COST OF REPAIRS NOT YET KNOWN.",,,,,,,,,,,,,,,22,2,1,0,0,0
BIRD-009406,1996-09-01 18:00:00,NY,NY,UNKNOWN BIRD,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-767,,Dusk,,,,,,1,"FLT 106 STRUCK BIRD ON DEPARTURE, NO DAMAGE. TIME = 2014 LCL",,,,,,,,,,,,,,,18,9,0,1,0,0
BIRD-009407,1996-01-15 12:00:00,TX,TX,DOVES,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-300,Approach,Day,2000.0,160.0,,No Cloud,,1,BIRD STRIKE BELOW CAPT'S #2 WINDOW. NO DAMAGE.,,,,,,,,,,,,,,,12,1,0,0,0,0
